image_name,category,true_caption,retrieved_caption,CLIPScore_matched,CLIPScore_retrieved,CLIPScore_random,BERTScore_F1
n03095699_4539,boat,Boat carrying containers on a wide river,Large container boat passing near city shoreline,0.30438644,0.3356504,0.16011888,0.8928674
n02410509_6719,cow,Cow standing on grassy fenced pasture,Brown horse standing in a fenced enclosure,0.28833967,0.29713863,0.17411059,0.9325921
001643,dog,Dog resting on a black futon couch,Dog resting on a black futon couch,0.33137226,0.33137226,0.15041634,1.0
n02835271_12544,bicycle,Tandem bicycle parked near a wooden fence,Tandem bicycle parked on suburban driveway,0.3166097,0.32040057,0.123420894,0.94346404
2009_003419,cat,Cat face close-up with long whiskers,Cat face close-up with long whiskers,0.2967943,0.2967943,0.1309672,1.0000001
n02423022_6392,sheep,Sheep standing on green grassy field,Sheep with large horns on rocky terrain,0.2063142,0.26555,0.0855204,0.9073909
2009_004129,chair,Blue chair on a wooden deck outdoors,Black folding chair on a wooden deck,0.30046144,0.30689093,0.17501315,0.9577876
2010_003077,dog,Dog with beaded collar on asphalt road,Dog with beaded collar on asphalt road,0.33884132,0.33884132,0.16118258,1.0
n02415577_14295,sheep,Sheep standing on a grassy hillside,Two sheep standing on grassy ground,0.27519643,0.31845427,0.17937966,0.95505404
n04099969_2545,chair,Wooden chair with airplane patterned cushion,Beige folding chair on carpeted floor,0.30221897,0.3412306,0.23766507,0.86852604
n11939491_7719,flower,White and yellow flower among pink petals,White and yellow flower among pink petals,0.3197861,0.3197861,0.13724919,1.0
2008_005728,dog,Dog rolling on green grassy field,Dog lying on green grass outdoors,0.30733874,0.3090009,0.14454241,0.9426852
2010_003240,cat,Gray cats playfully wrestling on soft carpet,Gray cats playfully wrestling on soft carpet,0.3326437,0.3326437,0.1527886,0.9999999
009869,person,Person wearing a colorful hat in car seat,Person wearing a colorful hat in car seat,0.29889178,0.29889178,0.13675238,1.0
n11939491_2617,flower,Two white flower daisies among green grass,Two white flower daisies among green grass,0.3529489,0.3529489,0.18950248,1.0
2010_003251,bicycle,Bicycle parked on a grassy park path,Bicycle resting on a forest trail,0.30259883,0.3079359,0.14152862,0.9510664
n03376595_14765,chair,Rusty chair by a wire fence outdoors,Rusty chair by a wire fence outdoors,0.30282056,0.30282056,0.15341833,1.0
n03201208_21641,diningtable,Diningtable with flowers and covered chairs,Diningtable with fruit bowl near window,0.2864944,0.3255009,0.23101144,0.91695356
2011_002396,train,Black steam train displayed on sunny grass,Black steam train displayed on sunny grass,0.3228743,0.3228743,0.17392284,1.0
n04344873_1901,sofa,Sofa with checkered cushions on rug,Rustic wooden sofa with striped bedding,0.21231797,0.2856484,0.14627558,0.8859686
n03095699_14621,boat,Boat carrying containers on open water,Boat carrying containers sailing on open water,0.29680187,0.30583403,0.14256015,0.9838756
006844,train,Black steam train displayed behind metal fence,Black steam train displayed behind metal fence,0.32403922,0.32403922,0.082307614,1.0
n03785016_24486,motorbike,Blue motorbike parked on green grass,Blue motorbike parked on green grass,0.3083083,0.3083083,0.2516782,1.0
001440,bird,Black bird swimming on calm water,Black bird swimming on calm water,0.29168767,0.29168767,0.13059077,1.0
n03095699_31813,boat,Large cargo boat carrying colorful shipping containers,Large container boat passing near city shoreline,0.3157577,0.32212123,0.10172492,0.89329404
n11939491_47178,flower,White flower reaching toward clear blue sky,White flower reaching toward clear blue sky,0.32459986,0.32459986,0.17798264,1.0
n04483307_7787,boat,"Sailboat on a calm, cloudy lake","Sailboat on a calm, cloudy lake",0.30647653,0.30647653,0.07246754,1.0
2008_005695,boat,Boat with tall masts sailing on ocean,Boat with tall sails on open water,0.30654243,0.31081134,0.14434355,0.93701434
2011_000269,bird,Bird standing on a stone pavement,Bird standing on a stone pavement,0.28798229,0.28798229,0.087950446,1.0
n03785016_15442,motorbike,Light blue motorbike parked near a lattice fence,Light blue motorbike parked near a lattice fence,0.29576045,0.29576045,0.18928067,1.0
004403,bird,Bird perched on a branch near water,Bird perched on a wooden branch,0.3010015,0.30391276,0.11925091,0.96197385
004388,train,Blue Pan Am Railways train beside building,Blue Pan Am Railways train beside building,0.30709693,0.30709693,0.08796783,1.0
n03983396_14364,bottle,Bottle lineup of colorful sodas in snow,Bottle lineup of colorful sodas in snow,0.30844185,0.30844185,0.09155691,1.0
n02835271_5418,bicycle,Tandem bicycle parked on suburban driveway,Tandem bicycle parked on suburban driveway,0.30999058,0.30999058,0.15371472,1.0
n03785016_7418,motorbike,Motorbike parked on a sunny city street,Two motorbikes parked outside a restaurant,0.27122173,0.289689,0.1755836,0.92305374
n02422699_2056,sheep,Sheep standing alone on grassy field,Bird standing on grassy ground near bushes,0.19517137,0.25298434,0.1853596,0.9343783
2009_004033,dog,Dog standing on rippled sand dunes,Dog standing on rippled sand dunes,0.34835505,0.34835505,0.17818588,0.9999999
2009_001397,bird,Bird standing by a blue swimming pool,Bird standing by a blue swimming pool,0.33731988,0.33731988,0.13357113,1.0
n03376595_2004,chair,Black folding chair on a wooden deck,Vintage chair with metal frame by windows,0.2984742,0.31659573,0.16109112,0.89440435
2011_002251,train,Steam train near a maintenance building,Black steam train displayed on sunny grass,0.31227076,0.32397568,0.14157219,0.89884603
2010_004145,horse,Horse with bridle under cloudy sky,Horse with bridle under cloudy sky,0.31729597,0.31729597,0.10507171,1.0
2008_003659,cat,Cat sitting by a sunny window,Gray cat indoors with tan walls,0.27064964,0.2932523,0.1483813,0.87986404
n02835271_14402,bicycle,Tandem bicycle parked beside a blue wall,Bicycle with orange pannier on wooden floor,0.28643313,0.32009035,0.122513354,0.884226
n03983396_5307,bottle,Vintage soda bottle collection on a wooden shelf,Vintage soda bottle collection on a wooden shelf,0.37182385,0.37182385,0.10165419,1.0
n03785016_1113,motorbike,Red motorbike parked on quiet roadside grass,Red motorbike parked on quiet roadside grass,0.30132648,0.30132648,0.12228458,0.99999994
n02389026_8638,horse,Horse and foal walking on grassy field,Horse and foal standing on grassy yard,0.29136074,0.29994166,0.09316482,0.9775748
2009_004867,bus,City bus parked by trees and sidewalk,Bus parked on a paved street plaza,0.2803364,0.30189145,0.112772085,0.91965055
2010_002030,bicycle,Bicycle leaning against a white wall indoors,Black bicycle on gray tiled floor,0.2803476,0.30755195,0.08977006,0.8744927
005202,bird,Bird with red head on tiled ground,Bird with red head on tiled ground,0.3381612,0.3381612,0.104137875,1.0
2009_000828,boat,Boat floating on calm blue water,Boat with tall sails on open water,0.24598324,0.270718,0.22264913,0.918373
2010_004357,aeroplane,Aeroplane flying in a clear sky,Aeroplane taxiing near large airport hangar,0.26658243,0.27270928,0.078982964,0.9226203
006252,dog,Brown dog lying on tiled floor,Fluffy dog standing on wet sidewalk,0.28714412,0.2887483,0.12032862,0.9116182
n02835271_23683,bicycle,Blue tandem bicycle on green grass lawn,Blue tandem bicycle on green grass lawn,0.31842554,0.31842554,0.10167336,1.0
n04483307_11047,boat,Sailing boat gliding on open water,Boat with tall sails on open water,0.29384735,0.30195695,0.10128,0.931546
n03983396_12030,bottle,Bottle assortment on a wooden table,Bottle of soda among other glass bottles,0.23529074,0.29190302,0.1286532,0.8643367
n02389026_10498,horse,Brown horse standing in a fenced enclosure,Brown horse standing in a fenced enclosure,0.31968665,0.31968665,0.16259721,1.0
n03376595_6586,chair,Two cushioned chairs on a stone patio,Two cushioned chairs on a stone patio,0.3160664,0.3160664,0.1387227,1.0
n04152593_44675,tvmonitor,Old tvmonitor on a cluttered desk,tvmonitor on a desk with keyboard and computer,0.30573022,0.34229356,0.12614354,0.9104103
003262,bottle,Bottle of honey on a rustic windowsill,Bottle of honey on a rustic windowsill,0.38006073,0.38006073,0.16879663,1.0
2010_001838,dog,Dog standing on a wooden porch deck,Dog standing on a wooden porch deck,0.2833649,0.2833649,0.09989701,1.0
2010_003300,dog,Two dogs meeting on a dirt path,Two dogs meeting on a dirt path,0.30237713,0.30237713,0.1998241,1.0
2008_008377,bird,Bird standing alone on grassy field,Bird standing on grassy ground near bushes,0.29203302,0.30427176,0.10582125,0.9540503
n03376595_4978,chair,Wooden chair among patio tables outside,Wooden chair among patio tables outside,0.30490768,0.30490768,0.09215417,1.0000001
2008_001479,dog,Brown dog sitting on wooden floor,Brown dog sitting on wooden floor,0.29093328,0.29093328,0.12731764,1.0
002599,motorbike,Red and white motorbike parked near trees,White motorbike on display at an event,0.27451053,0.29391295,0.17309746,0.92308927
2009_001562,cat,Gray cat lounging on a purple couch,Gray cat lounging on a purple couch,0.32109928,0.32109928,0.22004884,1.0
n02835271_6752,bicycle,Blue tandem bicycle against a white sheet,Blue tandem bicycle against a white sheet,0.34776676,0.34776676,0.16651037,1.0
n02835271_31431,bicycle,Tandem bicycle parked on brick sidewalk,Tandem bicycle parked near a brick building,0.32238707,0.33262163,0.22094761,0.9629355
n02835271_323,bicycle,Tandem bicycle on a concrete driveway,Tandem bicycle parked on suburban driveway,0.29633507,0.31303504,0.16034952,0.9484004
2011_000283,train,Blue train arriving at city station tracks,Freight train passing by a station platform,0.26849708,0.2879831,0.15254457,0.90606886
n11939491_9282,flower,White flower blooming above green leaves,White daisy flower with green foliage,0.26215383,0.32389194,0.15026486,0.92008317
n04487081_14355,bus,Bus waiting at a city bus stop,Bus turning on a quiet suburban street,0.28962457,0.2973438,0.1775944,0.9095035
2008_005962,tvmonitor,Large tvmonitor sits on wooden dresser,Old Compaq tvmonitor displaying Mac OS X,0.33039236,0.33990756,0.17775384,0.8584133
2010_004559,bird,Bird eating from a person's hand outdoors,Bird eating from a person's hand outdoors,0.30002338,0.30002338,0.13261381,1.0
n02408429_8646,cow,Cow grazing in tall dry grass field,Group of black cows standing on grass,0.2584198,0.26575977,0.12251773,0.9060689
n11939491_45661,flower,White daisy flower surrounded by green leaves,White daisy flower surrounded by green grass,0.3319465,0.34078392,0.12915409,0.9731687
n04487081_13902,bus,Bus driving downtown near tall office buildings,Bus parked on city street near buildings,0.2862323,0.31166476,0.18308298,0.9162445
n02835271_1031,bicycle,Tandem bicycle parked beside a wooden fence,Tandem bicycle parked on a porch,0.31323296,0.33315337,0.183023,0.9631474
n11939491_9659,flower,Purple flower blooming amid green leafy plants,Purple and white flower with green leaves,0.30647686,0.33623403,0.12961732,0.9196633
n03201208_19579,diningtable,Glass diningtable with four cushioned chairs nearby,Glass diningtable with four cushioned chairs nearby,0.32704747,0.32704747,0.13452552,1.0
n03792782_42773,bicycle,Bicycle parked on a paved sidewalk,Bicycle with blue handlebars near garage doors,0.3013621,0.3092966,0.19228177,0.90729094
2010_005323,car,White car parked under dramatic cloudy sky,White car parked under dramatic cloudy sky,0.27688682,0.27688682,0.13417804,1.0000001
002439,aeroplane,Silver aeroplane displayed on outdoor tarmac,Silver aeroplane displayed on outdoor tarmac,0.32834473,0.32834473,0.10401895,1.0
2009_002047,aeroplane,Aeroplane taxiing on airport runway grass nearby,Aeroplane being towed on airport runway,0.2812392,0.306066,0.2390993,0.9391214
000871,car,Black car parked on a gravel driveway,Black car parked on cobblestone driveway,0.24863817,0.25663286,0.21005826,0.9506318
n02408429_1526,cow,Cow standing on a path beside green field,Cow grazing on dry ground near trees,0.2755871,0.29281443,0.12141781,0.9173284
n11939491_26398,flower,White and yellow flower surrounded by grass,White daisy flower surrounded by green grass,0.32705528,0.3469814,0.09060294,0.9489707
n03983396_4074,bottle,Bottle collection displayed on a wooden shelf,Bottle of soda among other glass bottles,0.29455316,0.3146687,0.13012734,0.88512623
n03792782_9436,bicycle,Bicycle resting on rocky trail near hills,Bicycle resting on rocky trail near hills,0.2625985,0.2625985,0.13046868,0.99999994
2010_001607,sheep,Two sheep grazing on green grass,Two sheep grazing on green grass,0.32191235,0.32191235,0.11726025,1.0
n02389026_10430,horse,Horse and foal standing on grassy yard,Horse and foal standing on grassy yard,0.30383462,0.30383462,0.18497433,1.0
n03201208_28824,diningtable,Diningtable with metallic decor and wooden chairs,Wooden diningtable with glasses and plates,0.28964004,0.30477408,0.13738197,0.918143
2008_003519,cat,Cat sitting on a computer tower desk,Cat sitting on a computer tower desk,0.3183515,0.3183515,0.12295786,1.0
2010_001452,cat,Black cat sitting on carpet near magazines,Black cat sitting on carpet near magazines,0.32563585,0.32563585,0.1409933,1.0
n11939491_15682,flower,Yellow flower with green and brown center,Yellow flower with green and brown center,0.320498,0.320498,0.15927012,1.0
2010_000437,aeroplane,Red aeroplane parked on grassy field,Aeroplane on display near park benches,0.31230545,0.31714523,0.104544476,0.91285443
2008_002999,person,Person wearing festive sweater holding a drink,Person wearing festive sweater holding a drink,0.34013325,0.34013325,0.12485257,1.0
009360,car,Car parked on a dirt road by trees,Car parked on a dirt road by trees,0.31751505,0.31751505,0.15913276,1.0
2009_000817,aeroplane,Aeroplane flying against a clear blue sky,Aeroplane taxiing near large airport hangar,0.23965065,0.2531818,0.09014369,0.91419053
2010_004118,aeroplane,Aeroplane on display near park benches,Silver aeroplane displayed on outdoor tarmac,0.3250174,0.32770476,0.17451692,0.91622555
n02412080_691,sheep,Sheep standing and resting among tall trees,Sheep locking horns on dry grassy ground,0.28385568,0.3003201,0.19941556,0.88383836
000686,motorbike,Two motorbikes parked outside a restaurant,Two motorbikes parked outside a restaurant,0.30260733,0.30260733,0.16022965,1.0
n02423022_2728,sheep,Sheep grazing together on green grass,Young horse foal trotting on green grass,0.22520061,0.25802496,0.18074441,0.9151235
2008_001744,bottle,Bottle with pink label on dining table,Bottle with pink label on dining table,0.32895094,0.32895094,0.102451175,1.0
n03201208_44249,diningtable,Large diningtable with ornate wooden chairs,Large diningtable with ornate wooden chairs,0.3287927,0.3287927,0.15216443,1.0
2008_004453,sheep,Sheep with short wool in a pen,Sheep with short wool in a pen,0.29946604,0.29946604,0.1370165,1.0
2009_003771,cat,Gray cat sitting on a wooden table outdoors,Gray cat sitting on a wooden table outdoors,0.32116193,0.32116193,0.12669969,1.0
n04487081_1329,bus,Bus driving down a city street at night,White bus on city street near apartments,0.29396155,0.32548273,0.12301331,0.9215571
002217,aeroplane,Aeroplane squad flying together in clear sky,Aeroplane squad flying together in clear sky,0.2685489,0.2685489,0.099135384,1.0
009906,tvmonitor,Four tvmonitor screens on grassy roadside curb,Four tvmonitor screens on grassy roadside curb,0.36653984,0.36653984,0.15220319,0.99999994
n04152593_560,tvmonitor,tvmonitor displaying waveforms beside electronic equipment,tvmonitor displaying waveforms beside electronic equipment,0.2959594,0.2959594,0.13269037,0.9999999
n03376595_6409,chair,Wooden chair sitting on green grass outdoors,Wooden chair sitting on green grass outdoors,0.32952768,0.32952768,0.105831414,1.0
003878,car,Blue classic car parked on the street,Blue classic car parked on the street,0.27505985,0.27505985,0.17702684,0.99999994
n03785016_24598,motorbike,Red motorbike parked beside wooden fence,Red motorbike parked beside a sidewalk,0.28661284,0.297533,0.15058307,0.96667707
001442,cow,Cow standing under a blue sky,Cow standing near a wire fence enclosure,0.31611174,0.32623422,0.18785106,0.9089915
n03782006_19858,tvmonitor,Dual tvmonitor setup on a cluttered desk,Two tvmonitor screens on a cluttered desk,0.30715314,0.32107928,0.20775367,0.95711213
n11939491_34141,flower,White flower with yellow center on green,White daisy flower with green foliage,0.30322975,0.34452474,0.1699346,0.91609484
n02415577_5159,sheep,Sheep climbing rocky hillside with shrubs,Sheep with large horns on rocky terrain,0.2718048,0.34195244,0.1343221,0.91089076
n04099969_21883,chair,Wooden rocking chair on hardwood floor,Wicker rocking chair on a stone patio,0.33188903,0.33793545,0.18945953,0.9349926
2010_004219,motorbike,White motorbike on display at an event,White motorbike on display at an event,0.3269062,0.3269062,0.11705022,1.0
n03782006_26412,tvmonitor,Three tvmonitors on a corner desk workspace,Dual tvmonitor setup on a cluttered desk,0.28780562,0.30298913,0.09643717,0.9133557
001383,train,Train at station with pedestrian bridge overhead,Freight train passing by a station platform,0.2943341,0.30231518,0.16507204,0.89215785
n03201208_17191,diningtable,Wooden diningtable with four chairs outdoors,Round diningtable with four wooden chairs,0.29713267,0.31494847,0.0878003,0.95265067
n02389026_4241,horse,Brown horse standing on muddy ground,Brown horse standing in a fenced enclosure,0.28283158,0.29878405,0.16230428,0.9378011
n04152593_6776,tvmonitor,Dual tvmonitor setup on a wooden desk,Dual tvmonitor screens on a computer desk,0.32550538,0.3523401,0.14132585,0.9544086
002413,person,Person sitting on blue rocking toy outdoors,Person sitting on blue rocking toy outdoors,0.31185782,0.31185782,0.1789653,1.0
003117,car,Rally car speeding through water on track,Rally car speeding through water on track,0.3219667,0.3219667,0.12968916,0.9999999
007095,bus,Red bus turning on a suburban street,Red bus turning on a suburban street,0.34387445,0.34387445,0.22088778,0.99999994
001550,car,Black car parked on cobblestone driveway,Black car parked on cobblestone driveway,0.27856818,0.27856818,0.13529406,1.0
n03376595_10873,chair,Wooden chair on green grassy lawn,Black folding chair on a wooden deck,0.31084886,0.317244,0.15898752,0.9165724
n11939491_180,flower,Yellow flower blooming among green leaves,Yellow flower with green and brown center,0.30134082,0.32384908,0.108595,0.900513
n04487081_20011,bus,Red and white bus at a busy station,Red and white bus at urban bus station,0.31043658,0.31485328,0.16537428,0.9716292
2009_005198,bird,Bird swimming alone on calm blue water,Bird flying low over rippling water,0.25172558,0.25948226,0.11506623,0.912718
n02835271_15344,bicycle,Tandem bicycle parked near a brick building,Tandem bicycle parked near a brick building,0.3030873,0.3030873,0.17041285,1.0
n03201208_47387,diningtable,Wooden diningtable with eight carved chairs,Large diningtable with ornate wooden chairs,0.3235248,0.33863604,0.09986385,0.94503075
2009_004134,horse,Two horses play on grassy field,Two horses play on grassy field,0.31113172,0.31113172,0.13270271,1.0
2010_002741,dog,Dog lying on towel on carpet,Dog lying on towel on carpet,0.30172542,0.30172542,0.16829328,1.0
n03983396_11236,bottle,Colorful Coca-Cola bottle on a white surface,Colorful Coca-Cola bottle on a white surface,0.35710418,0.35710418,0.27170545,1.0
n02389026_2566,horse,Horse walking in a fenced grassy area,Brown horse standing in a fenced enclosure,0.32326293,0.33735263,0.25323516,0.9425003
2010_005174,horse,Horse standing near a white fence,Horse standing near a wooden fence,0.3293227,0.32962167,0.16449413,0.98295486
n04483307_466,boat,Large boat docked near a calm shore,Boat with tall sails on open water,0.27648297,0.2994545,0.17572615,0.90191835
006499,train,Blue train moving along rural tracks,Freight train passing by a station platform,0.30053765,0.30530578,0.101866506,0.8870524
2008_006389,sofa,Dark blue corner sofa with ottoman nearby,Blue sofa beside plastic storage drawers,0.32823044,0.33997267,0.13775176,0.8906085
n04487081_15703,bus,Red and cream bus parked near buildings,Three vintage buses parked near a hillside,0.2686753,0.31076604,0.16230491,0.9132747
006468,train,Train on elevated tracks among city buildings,Train on elevated tracks among city buildings,0.32721362,0.32721362,0.16754906,1.0
2008_006050,cat,Tabby cat lying on beige carpet,Cat stretching out on a patterned carpet,0.29924035,0.3112824,0.108702675,0.9229991
2011_001498,motorbike,Vintage motorbike parked on grassy roadside,Vintage motorbike parked on grassy roadside,0.30168325,0.30168325,0.10217719,1.0
2009_004828,dog,Dog standing alert on green grass,Dog standing alert on green grass,0.27446356,0.27446356,0.09996915,1.0
n11939491_5500,flower,Pink flower with yellow center petals,Pink flower with yellow center petals,0.3205497,0.3205497,0.12142915,0.99999994
2010_002527,dog,Dog standing on a rug near sofa,Dog with a green collar indoors,0.2538615,0.25920215,0.15837058,0.8998944
003458,bird,Green bird pair perched on wooden branch,Green bird pair perched on wooden branch,0.32463735,0.32463735,0.14393625,0.99999994
n03201208_17072,diningtable,Wooden diningtable with chairs and a cabinet,Diningtable set with four chairs and placemats,0.29342407,0.32392222,0.19123082,0.9173911
2008_006130,dog,Dog sleeping under wooden table on rug,Dog sleeping under wooden table on rug,0.31196624,0.31196624,0.15280181,1.0
003316,bird,Bird standing alone on dry grass,Bird standing on rocky ground with shrubs,0.26952642,0.28251103,0.07484621,0.92113674
006871,cat,Cat sitting by a tree on gravel,Cat sitting by a tree on gravel,0.29544795,0.29544795,0.12243655,1.0
2009_003165,cat,White cat with odd eyes on pavement,White cat with odd eyes on pavement,0.32524675,0.32524675,0.21005394,1.0
006101,person,Three people smiling by a decorated Christmas tree,Three people smiling by a decorated Christmas tree,0.34407553,0.34407553,0.077917665,1.0
n02835271_16813,bicycle,Tandem bicycle parked by a brick wall,Tandem bicycle parked by a brick wall,0.3296688,0.3296688,0.095779195,1.0
n02403003_8220,cow,Cow standing near a rustic wooden building,Cow standing near a wire fence enclosure,0.28047284,0.28554493,0.1458207,0.9232897
n04099969_2694,chair,Wooden rocking chair on a gray floor,Wooden rocking chair on a gray fabric surface,0.316069,0.3325326,0.12700087,0.95860213
n04344873_9043,sofa,Red sofa next to a white rug,Red sofa next to a white rug,0.33294356,0.33294356,0.12945472,1.0
2008_001185,bird,Bird flying near feeder over grassy ground,Bird flying near feeder over grassy ground,0.2795633,0.2795633,0.14078355,0.99999994
2008_003522,person,Person feeding baby with orange food,Person feeding baby with orange food,0.32349563,0.32349563,0.1386687,1.0
2010_005483,car,Yellow sports car with black racing stripes,Yellow sports car with black racing stripes,0.29303747,0.29303747,0.12965392,1.0000001
000440,car,Red race car speeding along a winding road,Red race car speeding along a winding road,0.2728118,0.2728118,0.1097651,1.0
n02389026_11267,horse,Horse standing on grassy field with flowers,Horse walking in a fenced grassy area,0.28738505,0.31489587,0.15280381,0.9360868
2009_001812,tvmonitor,Large tvmonitor on desk with keyboard and mouse,Dual tvmonitor screens on a computer desk,0.2863873,0.32453144,0.13493574,0.9189236
n03201208_15364,diningtable,Wooden diningtable with chairs and rug,Diningtable set with four chairs and placemats,0.30947214,0.3500424,0.14811958,0.916941
2011_002992,aeroplane,KLM aeroplane taking off into clear sky,KLM aeroplane taking off into clear sky,0.33322746,0.33322746,0.15919283,1.0
2010_001590,cat,Cat with pink collar lying on blanket,Cat with pink collar lying on blanket,0.32182837,0.32182837,0.21127841,1.0
000627,sheep,Sheep standing in a frosty grassy field,Sheep standing in a frosty grassy field,0.34724015,0.34724015,0.14641763,1.0
2010_002668,bottle,Bottle lying on dry twigs and dirt,Bottle lying on dry twigs and dirt,0.34765708,0.34765708,0.17297587,1.0000001
n02403003_2751,cow,Two cows harnessed together on farmland,Brown and white cow standing with herd,0.29703152,0.30163562,0.09909621,0.88647217
n03785016_18194,motorbike,Red motorbike parked next to green bush,Red and silver motorbike on a white surface,0.2695271,0.31577945,0.10188931,0.9007981
n03983396_1231,bottle,Bottle collection arranged in a red crate,Bottle collection arranged in a red crate,0.33881783,0.33881783,0.11696893,1.0
n03785016_4222,motorbike,Rusty motorbike parked beside a corrugated wall,Blue motorbike parked near a metal shed,0.31907856,0.32598898,0.23119739,0.93110013
n03201208_56302,diningtable,Wooden diningtable with chairs on patterned rug,Diningtable with wooden chairs on patterned rug,0.33140814,0.33796516,0.21600893,0.9754783
006651,aeroplane,Aeroplane parked on an airport tarmac,Aeroplane parked on a sunny airstrip,0.2677608,0.29725075,0.10574782,0.9564335
2008_006239,dog,Small black and white dog on carpet,Small black and white dog on carpet,0.27610186,0.27610186,0.10522789,1.0
001077,tvmonitor,tvmonitor on desk beside laptop computer,Dual tvmonitor screens on a computer desk,0.27432594,0.3172499,0.1182064,0.92980886
n02417914_1135,sheep,Sheep standing among large gray rocks,Sheep with large horns on rocky terrain,0.25863707,0.303968,0.1560794,0.9142968
n03785016_4657,motorbike,Red motorbike parked on green grass lawn,Red and silver motorbike on a white surface,0.29920733,0.32677758,0.16640463,0.91246206
000172,car,Futuristic car with open gullwing door display,Futuristic car with open gullwing door display,0.3162592,0.3162592,0.19766736,1.0
001395,cat,Fluffy cat lounging next to a laptop,Fluffy cat resting on a plastic crate,0.27827284,0.3031417,0.10207045,0.93433696
n04344873_2882,sofa,Cream sofa with fluffy cushions beside table,Sofa with pillows on wooden floor,0.32896075,0.35246736,0.13460869,0.89084905
n04344873_11821,sofa,White metal sofa with decorative pillows,Pink sofa with floral pillows and curtains,0.25304532,0.26834428,0.14291853,0.9514219
008472,aeroplane,Aeroplane flying above in clear blue sky,Aeroplane flying against a clear blue sky,0.29398134,0.3046544,0.097613335,0.9704976
n02389026_7236,horse,Horse nuzzling against another by hay,Horse eating hay near a large bale,0.3054421,0.31827116,0.12696454,0.900681
n03782006_38734,tvmonitor,Vintage tvmonitor displays green wireframe graphics,Vintage tvmonitor displays green wireframe graphics,0.32087126,0.32087126,0.1153976,1.0
n03782006_38825,tvmonitor,Old tvmonitor screens arranged on tiled floor,Multiple tvmonitors surrounded by old computers,0.31406897,0.32577267,0.14090578,0.8840305
2008_007816,horse,Horse standing near dense green trees,Brown horse with bridle outdoors,0.27641374,0.3127548,0.15158233,0.8747207
2008_008004,aeroplane,Aeroplane flying low over residential area,Aeroplane on airport runway with trees nearby,0.23675351,0.26623482,0.15287443,0.92768395
2010_000898,bicycle,Bicycle leaning against a white wall,Black bicycle on gray tiled floor,0.2946483,0.32924807,0.14564839,0.879856
n02415577_1200,sheep,Sheep standing among trees and bushes,Sheep climbing rocky hillside with shrubs,0.31193483,0.3134613,0.11216643,0.9120621
2008_008373,aeroplane,Aeroplane flying low above grassy airfield,Aeroplane taxiing near large airport hangar,0.22848997,0.26950842,0.089306414,0.9313067
006678,sheep,Sheep standing in a wire pen,Sheep with short wool in a pen,0.3365066,0.3418894,0.15373307,0.9252711
2008_005845,dog,Dog shaking head on colorful rug indoors,Dog standing on a rug near sofa,0.27686772,0.27850646,0.19356802,0.9152102
2010_002023,bird,Bird flying low over rippling water,Bird flying low over rippling water,0.30712077,0.30712077,0.15109932,1.0
2010_001595,horse,Three horses grazing and resting near trees,Three horses grazing and resting near trees,0.32666543,0.32666543,0.1386727,1.0
n04483307_4103,boat,Sailboat gliding over clear green water,Sailing boat gliding on open water,0.3074981,0.31320024,0.17934427,0.9431544
008764,bird,Bird perched on dried plant stem,Bird perched on dried plant stem,0.3171799,0.3171799,0.096268535,1.0
n11939491_7309,flower,Orange flower surrounded by green leaves,Orange flower with soft green surroundings,0.31552243,0.3228712,0.168922,0.9281669
n11939491_22043,flower,Flower with white petals surrounded by grass,White daisy flower with green foliage,0.3328753,0.35236233,0.25422418,0.89741737
n03095699_11846,boat,Cargo boat docked at a busy port,Container boat loaded with cargo at sea,0.2732926,0.30705866,0.16169035,0.9176407
2010_001759,horse,Horse standing on a muddy rural field,Two cows harnessed together on farmland,0.27673316,0.3135547,0.23770465,0.8963609
2008_006619,aeroplane,Aeroplane flying through clear blue sky,Aeroplane flying in clear blue sky,0.26589224,0.27594,0.03780571,0.9825113
n03782006_14221,tvmonitor,tvmonitor on a desk beside a laptop,Three tvmonitors on a corner desk workspace,0.29729784,0.3296286,0.1650666,0.9099954
n03782006_7066,tvmonitor,tvmonitor displaying waterfall wallpaper on desk,tvmonitor displaying waterfall wallpaper on desk,0.3345517,0.3345517,0.15764731,1.0
n03201208_12831,diningtable,Wooden diningtable surrounded by cushioned chairs,Round diningtable with four wooden chairs,0.30867627,0.33194536,0.09623094,0.92825705
n02835271_13395,bicycle,Tandem bicycle parked next to a tree,Tandem bicycle parked on a sidewalk,0.3295395,0.33198923,0.14495319,0.965675
2010_002102,bus,Red double-decker bus near grassy field,Red double-decker bus near grassy field,0.33052433,0.33052433,0.1966278,1.0
n04487081_1886,bus,Red bus parked on a suburban street,Red bus turning on a suburban street,0.32666805,0.33088896,0.17850515,0.97096926
n02423022_10411,sheep,Sheep grazing on green grassy field,Young horse running on sandy paddock grass,0.20727456,0.26360652,0.2383051,0.91626346
n03095699_20856,boat,Boat carrying stacked cargo containers on river,Large cargo boat carrying colorful shipping containers,0.30264384,0.3201633,0.15675056,0.9243995
n04099969_6808,chair,Wooden rocking chair on a gray fabric surface,Wooden rocking chair on a gray fabric surface,0.32219633,0.32219633,0.22557677,1.0
2011_001263,aeroplane,Aeroplane approaching airport above terminal buildings,Aeroplane approaching airport above terminal buildings,0.3144328,0.3144328,0.112604335,1.0
