subject,session,run,trial_idx,npy_path,image_name,category,caption,label
sub-14,ses-02,run-03,43,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,n04152593_76236,tvmonitor,Two tvmonitors on cluttered office desks,19
sub-14,ses-02,run-03,44,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,n03785016_22613,motorbike,Blue motorbike parked on concrete ground,14
sub-14,ses-02,run-03,45,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,n11939491_18741,flower,Red and yellow flower among leafy stems,12
sub-14,ses-02,run-03,46,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,n03782006_11595,tvmonitor,Dual tvmonitor setup on wooden desk workspace,19
sub-14,ses-02,run-03,47,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,2008_008615,train,Red train car with graffiti artwork,18
sub-14,ses-02,run-03,48,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,n04487081_8183,bus,Orange bus driving past tall apartment buildings,5
sub-14,ses-02,run-03,49,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,n03201208_3923,diningtable,Diningtable with fruit bowl and wooden chairs,10
sub-14,ses-02,run-03,50,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,2010_002299,dog,Dog resting beside a rough concrete wall,11
sub-14,ses-02,run-03,51,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,2008_004771,aeroplane,Aeroplane flying above a green hilltop,0
sub-14,ses-02,run-03,52,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,n03201208_26795,diningtable,Modern diningtable with orange chairs and decor,10
sub-14,ses-02,run-03,53,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,001322,dog,Dog with brindle fur lying on grass,11
sub-14,ses-02,run-03,54,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,n04487081_410,bus,Bus on city street near sidewalk,5
sub-14,ses-02,run-03,55,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,n11939491_20268,flower,White flower standing tall in green grass,12
sub-14,ses-02,run-03,56,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,006682,person,Three people smiling near a decorated tree,15
sub-14,ses-02,run-03,57,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,001578,train,Vintage red train at rural station tracks,18
sub-14,ses-02,run-03,58,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,2010_000665,cat,Cat sleeping on a blanket by window,7
sub-14,ses-02,run-03,59,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,003190,sheep,Sheep standing on green grassy field,16
sub-14,ses-02,run-03,60,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,2009_003708,dog,Shaggy dog with long fur outdoors,11
sub-14,ses-02,run-03,61,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,2008_007755,boat,Sailboats on calm water near forest,3
sub-14,ses-02,run-03,62,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,n03095699_4983,boat,Boat carrying shipping containers near city buildings,3
sub-14,ses-02,run-03,63,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,n04344873_17545,sofa,Rustic wooden sofa with green cover,17
sub-14,ses-02,run-03,64,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,n02389026_3388,horse,Young horse standing on green grass,13
sub-14,ses-02,run-03,65,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,2010_002420,train,Old train inside a dimly lit warehouse,18
sub-14,ses-02,run-03,66,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,003658,bicycle,Bicycle leaning against garden stone steps,1
sub-14,ses-02,run-03,67,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,n02389026_23408,horse,Brown horse grazing in a grassy field,13
sub-14,ses-02,run-03,68,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,008852,motorbike,Motorbike with flame design on display indoors,14
sub-14,ses-02,run-03,69,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,006324,car,Car parked at a forest campsite area,6
sub-14,ses-02,run-03,70,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,n04344873_5710,sofa,Brown sofa with blue pillow and table,17
sub-14,ses-02,run-03,71,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,n03782006_11347,tvmonitor,tvmonitor decorated with photos and ticket stubs,19
sub-14,ses-02,run-03,72,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,n03983396_20591,bottle,Bottle collection of vintage soda brands displayed,4
sub-14,ses-02,run-03,73,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,n04344873_14826,sofa,Sofa with canopy and side table decor,17
sub-14,ses-02,run-03,74,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,2011_001240,sheep,Sheep and lambs standing on grassy field,16
sub-14,ses-02,run-03,75,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,n03201208_38702,diningtable,Wooden diningtable with matching chairs on rug,10
sub-14,ses-02,run-03,76,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,005957,cat,Cat resting on a patterned sofa,7
sub-14,ses-02,run-03,77,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,2010_002271,motorbike,Motorbike parked on a rooftop structure,14
sub-14,ses-02,run-03,78,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,2009_001746,sofa,Black leather sofa with cityscape wall art,17
sub-14,ses-02,run-03,79,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,2009_003757,bus,Buses parked on concrete near green trees,5
sub-14,ses-02,run-03,80,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,2009_004805,sheep,Sheep resting on green grass near fence,16
sub-14,ses-02,run-03,81,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,2010_002831,cat,White cat resting on patterned blanket,7
sub-14,ses-02,run-03,82,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,n04099969_24275,chair,Wooden chair on green grassy lawn,8
sub-14,ses-02,run-03,83,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,002621,bird,Colorful bird standing on stone pavement,2
sub-14,ses-02,run-03,84,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,2008_003894,bird,Bird resting on a branch over water,2
sub-14,ses-02,run-03,85,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,2008_004017,person,Person smiling outdoors near the water,15
sub-14,ses-02,run-03,86,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,004836,motorbike,Motorbike parked near ferry ticket booth,14
sub-14,ses-02,run-03,87,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,008697,bottle,Bottle with gnome stopper on colorful tablecloth,4
sub-14,ses-02,run-03,88,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,008553,train,Train at a small rural station platform,18
sub-14,ses-02,run-03,89,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,n03201208_5319,diningtable,Diningtable with orange cloth beside cabinets,10
sub-14,ses-02,run-03,90,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,2011_000041,person,Person standing outside by a grassy path,15
sub-14,ses-02,run-03,91,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,004460,bird,Red bird perched near green foliage,2
sub-14,ses-02,run-03,92,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,2008_002622,person,Person wearing sunglasses and white shirt indoors,15
sub-14,ses-02,run-03,93,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,2008_006281,bird,White bird with spread wings among tree branches,2
sub-14,ses-02,run-03,94,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,006942,bicycle,Silver bicycle standing in a narrow hallway,1
sub-14,ses-02,run-03,95,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,2009_003218,cow,Cow grazing on grass near leafless trees,9
sub-14,ses-02,run-03,96,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,n02408429_16995,cow,Cow standing on dry grassy field,9
sub-14,ses-02,run-03,97,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,2009_004284,cow,Cow resting on grassy mountain hillside,9
sub-14,ses-02,run-03,98,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,n04487081_2498,bus,Bus driving past houses on quiet street,5
sub-14,ses-02,run-03,99,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-03_1000Hz.npy,2008_002756,person,Person with baby sitting at checkered table,15
sub-14,ses-02,run-04,0,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,2010_005063,bus,Buses parked near tall city buildings,5
sub-14,ses-02,run-04,1,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,n03792782_13399,bicycle,Bicycle mounted on car with mountain view,1
sub-14,ses-02,run-04,2,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,000919,dog,Brown dog on a leash indoors,11
sub-14,ses-02,run-04,3,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,n03782006_16412,tvmonitor,tvmonitor with blue display on white surface,19
sub-14,ses-02,run-04,4,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,007402,sheep,Sheep standing on dry dirt ground,16
sub-14,ses-02,run-04,5,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,n02791124_14,chair,Vintage chair surrounded by upright surfboards,8
sub-14,ses-02,run-04,6,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,005123,train,Green train parked by leafless trees,18
sub-14,ses-02,run-04,7,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,009896,cat,Cat sitting near a wooden door,7
sub-14,ses-02,run-04,8,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,n03785016_25752,motorbike,Motorbike handlebars on an asphalt road,14
sub-14,ses-02,run-04,9,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,2009_000080,cat,Cat exploring near bricks and plastic sheet,7
sub-14,ses-02,run-04,10,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,2008_007425,boat,Boat sailing on calm gray water,3
sub-14,ses-02,run-04,11,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,2010_005761,aeroplane,Aeroplane soaring through a cloudy sky,0
sub-14,ses-02,run-04,12,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,n03201208_14440,diningtable,Glass diningtable with blue chairs and chandelier,10
sub-14,ses-02,run-04,13,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,2009_004877,cat,Cat resting on a blue cushion,7
sub-14,ses-02,run-04,14,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,2010_005277,bus,Green bus parked beside a brick building,5
sub-14,ses-02,run-04,15,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,002835,train,Green train traveling through grassy countryside,18
sub-14,ses-02,run-04,16,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,008971,aeroplane,Aeroplane flying high in clear sky,0
sub-14,ses-02,run-04,17,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,n03782006_7124,tvmonitor,tvmonitor on a cluttered wooden desk workspace,19
sub-14,ses-02,run-04,18,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,2008_006090,bird,Bird walking on tiled floor with food,2
sub-14,ses-02,run-04,19,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,n02835271_25149,bicycle,Orange tandem bicycle on grass by a wall,1
sub-14,ses-02,run-04,20,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,n03782006_7066,tvmonitor,tvmonitor displaying waterfall wallpaper on desk,19
sub-14,ses-02,run-04,21,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,n11939491_5392,flower,Orange flower with green leaves nearby,12
sub-14,ses-02,run-04,22,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,n11939491_6379,flower,White and yellow flower reflected on glass,12
sub-14,ses-02,run-04,23,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,n02389026_7836,horse,Horse standing on green grassy field,13
sub-14,ses-02,run-04,24,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,2009_004944,aeroplane,Aeroplane flying against a clear blue sky,0
sub-14,ses-02,run-04,25,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,2009_000852,horse,Horse and foal walking through grassy field,13
sub-14,ses-02,run-04,26,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,003306,car,Sleek white car on a modern floor,6
sub-14,ses-02,run-04,27,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,004996,car,Car parked on quiet city street curb,6
sub-14,ses-02,run-04,28,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,n04344873_23156,sofa,"No sofa, only a bed and nightstand",17
sub-14,ses-02,run-04,29,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,000637,bicycle,Bicycle parked by a stone wall,1
sub-14,ses-02,run-04,30,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,2011_001232,cow,Cow standing on green grass near trees,9
sub-14,ses-02,run-04,31,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,001838,car,White car parked by a metal fence,6
sub-14,ses-02,run-04,32,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,000460,chair,Office chair beside wooden bench on sidewalk,8
sub-14,ses-02,run-04,33,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,2010_002469,motorbike,Blue motorbike parked in a workshop,14
sub-14,ses-02,run-04,34,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,2008_004719,tvmonitor,Two tvmonitor screens on a wooden desk,19
sub-14,ses-02,run-04,35,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,n04483307_7362,boat,Boat floating on clear turquoise water,3
sub-14,ses-02,run-04,36,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,n02403003_2926,cow,Cow resting on grassy ground,9
sub-14,ses-02,run-04,37,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,n03095699_9283,boat,Boat carrying stacked cargo containers on water,3
sub-14,ses-02,run-04,38,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,2011_000990,person,Two young persons sitting on green couch,15
sub-14,ses-02,run-04,39,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,n02389026_8638,horse,Horse and foal walking on grassy field,13
sub-14,ses-02,run-04,40,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,2008_008726,train,Steam train climbing a rocky mountain slope,18
sub-14,ses-02,run-04,41,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,n03201208_18047,diningtable,Glass diningtable with candles and four chairs,10
sub-14,ses-02,run-04,42,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,008925,bottle,Bottle of Limca soda inside a refrigerator,4
sub-14,ses-02,run-04,43,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,2010_000069,bus,Vintage Volkswagen bus parked under trees,5
sub-14,ses-02,run-04,44,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,006961,dog,Dog sitting outside on green grass,11
sub-14,ses-02,run-04,45,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,n03201208_29332,diningtable,Diningtable set for a festive meal,10
sub-14,ses-02,run-04,46,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,n03201208_18345,diningtable,Diningtable with striped chairs and centerpiece,10
sub-14,ses-02,run-04,47,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,2008_007353,cat,Tabby cat with soft indoor lighting,7
sub-14,ses-02,run-04,48,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,2009_003023,dog,Dog wearing beads walking on pavement,11
sub-14,ses-02,run-04,49,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,n03782006_7709,tvmonitor,tvmonitor with exposed circuit board on desk,19
sub-14,ses-02,run-04,50,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,003842,bottle,Bottle with yellow label on countertop surface,4
sub-14,ses-02,run-04,51,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,004626,train,Green train engine beside a wooded area,18
sub-14,ses-02,run-04,52,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,n11939491_6162,flower,Orange flower with green stems near doorway,12
sub-14,ses-02,run-04,53,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,004228,car,Yellow car parked beside a busy road,6
sub-14,ses-02,run-04,54,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,n04487081_15191,bus,Green bus traveling past buildings and trees,5
sub-14,ses-02,run-04,55,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,n03983396_2777,bottle,Bottle resting on a sunlit log outdoors,4
sub-14,ses-02,run-04,56,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,003640,cow,Cow grazing by the roadside in forest,9
sub-14,ses-02,run-04,57,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,n02412080_17588,sheep,Sheep standing on dry grassy ground among pine trees,16
sub-14,ses-02,run-04,58,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,2010_002023,bird,Bird flying low over rippling water,2
sub-14,ses-02,run-04,59,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-14/ses-02/sub-14_ses-02_task-lowSpeed_run-04_1000Hz.npy,2009_003865,bottle,Bottle resting on wet sandy beach,4
